isoniazid,rifampicin,ciprofloxacin,ampicillin,methicillin
1.0,0.9988839285714286,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,0.9916294642857143,1.0,1.0
0.9988839285714286,0.9979979979979979,0.990990990990991,1.0,1.0
0.9972098214285714,1.0,1.0,0.9954954954954954,1.0
